year,group,index,name,type,performers,note,
1997,第四盘,6,《天气预报》,零点钟声和现场报道,杨丹（中央气象台主持人）
1997,第四盘,7,《风调雨顺》,歌曲,张华敏 李星 吕薇 陈思思 朱莎 刘春梅 相玲 潘军
1997,第四盘,8,魔术,魔术,秦鸣晓 马嘉仕（香港） 姚金芬
1997,第四盘,9,《因为是你》,歌曲,张宇（台湾）
1997,第四盘,10,《打传呼》,相声小段,师胜杰 赵宝乐
1997,第四盘,11,《走到一起来》,歌曲,张迈 红豆 罗中旭 谢若琳 韩特 程琳琳 陈少华
1997,第四盘,12,《民族欢歌》,歌舞组合,彭晓虹 金凤浩 范秀冬 张宁 安伟 宗庸 卓玛 段乐 张娟 古丽夏提 曲比阿乌 刘媛媛
1997,第四盘,13,《手挽手心连心》,主题歌,蒋大为 关牧村 卢秀梅 刘斌 张继红 徐樱
1997,第四盘,14,《难忘今宵》,音乐尾声,全体演员
1998,第一盘,1,开场歌舞,歌舞,全体演员
1998,第一盘,2,东西南北闹新春,歌舞,全体演员
1998,第一盘,3,《坐享其成》,相声,牛群 冯巩
1998,第一盘,4,《兰菊竞秀》,戏曲联唱,小香玉（豫剧） 韩再芬（黄梅戏） 彭蕙蘅（河北梆子） 何炯 刘纯燕 曾媛（串场）
1998,第一盘,5,《我在马路边》,小品,严顺开 杜宁琳 赵玲琪 蒋小涵
1998,第一盘,6,《青春本色》,歌曲,林依轮 景岗山 罗中旭
1998,第一盘,7,《回家》,小品,黄宏 宋丹丹
1998,第一盘,8,《好日子》,歌曲,宋祖英
1998,第二盘,1,《梅》,舞蹈,杨丽萍
1998,第二盘,2,《拜年》,小品,赵本山 高秀敏（已故，2005年8月） 范伟
1998,第二盘,3,《走进新时代》,歌曲,李光曦 李谷一 张也
1998,第二盘,4,《正方与反方》,老电影工作者表演,祝希娟 张良 朱龙广 郭振清（已故，2005年8月） 袁岳 刘世龙 陈强 葛存壮 陈述（已故，2006年10月） 刘江 刘龙 王孝忠
1998,第二盘,5,《流行风》,歌曲,周海媚（香港） 陈红 蔡国庆 韩磊 林萍 李丽翎 徐樱 孙浩 伊扬 钟梅 杨洋 张娟 火风 周亮 孙萌 郑萧 胡月 朱晓红 江涛 高枫（已故，2002年9月） 白雪 张秋秋 张媛媛 屠洪刚 杭天琪 傅玉斌 邓亚萍 王涛
1998,第二盘,6,《相约一九九八》,歌曲,那英 王菲（香港）
1998,第二盘,7,《龙腾虎跃》,舞蹈,黄豆豆
1998,第二盘,8,《功夫令》,幽默表演,赵丽蓉（已故，2000年7月） 巩汉林
1998,第三盘,1,《转毯与蹬人》,杂技,小米粒 陈扬 陈韫 谢丹 谢兰 广州军区战士杂技团
1998,第三盘,2,《健康歌》,歌曲,解晓东 范晓萱（台湾）
1998,第三盘,3,《一张邮票》,小品,潘长江 黑妹 大山（加拿大）
1998,第三盘,4,《我爱你中国》,歌曲,范宇文（台湾）
1998,第三盘,5,《母亲河》,纪实访谈,海峡两岸同胞
1998,第三盘,6,《大中国》,歌曲,毛宁 刘德华（香港） 张信哲（台湾）
1998,第三盘,7,《戏曲绝活》,梨园风采,朱世慧 张寄蝶 彭登怀 何超 于魁智 李军 李洁 李胜素 刘桂娟 赵秀君 孟广禄 陈俊杰
1998,第三盘,8,《远航》,歌曲,董文华
1998,第三盘,9,《东西南北兵》,小品,范明 赵亮 林永健 范雷 吴军 田梅荣 马静 高音 管琳娜 王霞
1998,第三盘,10,《往日情怀》,歌曲联唱,克里木 德德玛 张振富 耿莲凤 郁均剑 才旦卓玛 李双江 关牧村
1998,第四盘,1,《大拜年》,明星反串,江珊 郭冬临 朱世慧 鞠萍 魏积安 王璐遥 王馥荔 笑林 侯耀华 杨蕾 郭达 蔡明
1998,第四盘,2,《同桌的你》,相声,师胜杰 孙晨
1998,第四盘,3,音乐贺卡,歌曲,黄格选 刘小钰 张红坚 黄霞芬 盛小云 雅芬 孙静 贺梅 周芳 赵秀兰 刘春梅 杨洋 金彪 梦鸽 魏金栋 安伟 汤灿
1998,第四盘,4,《王爷邮差》,小品,陈佩斯 朱时茂
1998,第四盘,5,《缤纷四季》,舞蹈,瞿颖 周洁
1998,第四盘,6,《好汉歌》,歌曲,刘欢
1998,第四盘,7,《人换人》,魔术,傅腾龙 徐秋 傅琰东 董昕 徐越 上海三菱腾龙魔术团
1998,第四盘,8,《国色天香》,歌曲,彭丽媛
1998,第四盘,9,零点钟声,朗诵,赵忠祥 倪萍
1998,第四盘,10,《同心同庆》,歌曲,王霞 刘君侠 黄越峰 刘媛媛 胡雁
1998,第四盘,11,《万鼓催春》,歌舞,孙维良 赵景春 陈小涛 袁艺 孙杰 红霞 李敏 刘爱玲 张娜 孙慧莹 朝鲁 郭瓦加毛吉 古丽夏提
1999,第一盘,1,《玉兔迎春》,开场歌舞,河北省歌舞剧院 河北省艺术学校 吉林省歌舞团 贵州遵义杂技团 空军蓝天幼儿艺术团 武汉邮政艺术团 吉林省戏曲学校
1999,第一盘,1,《欢乐中国年》,开场歌舞,孙悦 解小东 成都军区战旗歌舞团
1999,第一盘,2,《同喜同乐》,相声,大山（加拿大） 卡尔罗（南斯拉夫） 露露（贝宁） 莫大伟（美国）
1999,第一盘,3,《将心比心》,小品,高秀敏（已故，2005年8月） 范伟 黑妹
1999,第一盘,4,《山路十八弯》,歌曲,李琼
1999,第一盘,5,《对面的女孩看过来》,歌曲,任贤齐（台湾）
1999,第一盘,6,《老将出马》,小品,赵丽蓉（已故，2000年7月） 巩汉林 金珠
1999,第一盘,7,《瑞雪兆丰年》,歌曲联唱,吕薇 湘女 朱砂 陈思思 杨华 李星 刘春梅 贺继红
1999,第一盘,8,《滚环》,杂技,广州军区战士杂技团
1999,第一盘,9,《瞧这俩爹》,相声,冯巩 牛群
1999,第一盘,10,《风风火火走一回》,歌舞,吕继宏 于文华 李丹阳 耿为华 成都军区战旗歌舞团
1999,第二盘,1,《爱父如爱子》,小品,严顺开 凯丽 李丁 王景
1999,第二盘,2,《新时髦话》,歌舞,林依轮 李红 王璐遥 戴娆 钟梅 河北省歌舞剧院 河北省艺术学校
1999,第二盘,3,《真情30秒》,小品,孙涛 林永健 毛孩 周炜 范雷
1999,第二盘,4,《常回家看看》,歌曲,陈红 蔡国庆 张迈 江涛
1999,第二盘,5,《为了谁》,歌曲,祖海 佟铁鑫
1999,第二盘,6,《打气儿》,小品,黄宏 句号
1999,第二盘,7,《昨天 今天 明天》,小品,赵本山 宋丹丹 崔永元
1999,第三盘,1,《辣妹子》,金曲回顾,宋祖英
1999,第三盘,1,《说句心里话》,金曲回顾,郁钧剑 阎维文
1999,第三盘,1,《珠穆朗玛》,金曲回顾,彭丽媛
1999,第三盘,1,《走进新时代》,金曲回顾,张也
1999,第三盘,1,《在那桃花盛开的地方》,金曲回顾,蒋大为
1999,第三盘,1,《十五的月亮》,金曲回顾,董文华
1999,第三盘,1,《送吉祥》,金曲回顾,卢秀梅 刘斌
1999,第三盘,2,《白吃》,相声,奇志 大兵
1999,第三盘,3,《春》,舞蹈,刘敏 成都军区战旗歌舞团 河北省歌舞剧院 吉林市歌舞团 吉林省戏曲学校
1999,第三盘,4,《大年三十包饺子》,歌舞,王馥荔 姜昆等 首都师范大学艺术系
1999,第三盘,5,《球迷》,小品,郭达 蔡明 郭冬临
1999,第三盘,6,《对花轮》,京剧名段荟萃,袁惠琴 胡璇 阎红霞
1999,第三盘,6,《锁麟囊》,京剧名段荟萃,张火丁 刘桂娟 李海燕
1999,第三盘,6,《打龙袍》,京剧名段荟萃,孟广禄 邓沐玮 陈俊杰 王迪 李豪楠
1999,第三盘,6,《坐宫》,京剧名段荟萃,赵秀君 王蓉蓉 张萍 徐燕
1999,第三盘,6,《定军山》,京剧名段荟萃,于魁智 李军
1999,第三盘,7,《风，请你告诉我》,歌曲,胡晓平 莫华伦 梁宁 田浩江 黄莺 迪里拜尔 叶英 于吉星 栾峰 苗青 欧美同学会合唱团
1999,第三盘,8,《床前明月光》,歌曲,梅艳芳（已故，2003年12月）（香港）
1999,第三盘,9,《七子之歌——澳门》,歌曲,容韵琳（澳门）
1999,第三盘,10,《春暖花开》,歌曲,周艳泓 甘苹 谢雨欣 眉佳 张媛媛 王向云
1999,第四盘,1,《激情飞越》,歌曲,韦唯 黄伟麟（澳门） 苏芮（台湾） 温兆伦（香港）及众歌星
1999,第四盘,2,《鼓震神州》,歌舞,小香玉 旁边 星星 山西小香玉希望艺术学校 北京建雄文工团
1999,第四盘,3,《减肥变奏曲》,小品,曾志伟（香港） 沈殿霞（香港） 潘长江 李琦 张力 孙福明 郑琦 刘小梅 张海燕 刘流
1999,第四盘,4,《快乐指南》,歌舞,林萍 陈明 景岗山 黄格选 武汉邮政艺术团
1999,第四盘,5,《新龟兔赛跑》,音乐剧,杨洪基 王静 尹相杰 董浩 安宁 宋丽娜 释小龙
1999,第四盘,6,《吉祥》,三人舞,刘晶 吕浪 石泉 广州军区战士歌舞团
1999,第四盘,7,《春天的钟》,歌曲,程志 顾欣 魏松 银河少年电视艺术团
1999,第四盘,8,零点钟声,倒计时,全体演员
1999,第四盘,9,《亚克西》,民族欢歌,阿不力孜 古丽夏提
1999,第四盘,9,《鸟打铃》,民族欢歌,金月女
1999,第四盘,9,《有一个美丽的地方》,民族欢歌,阿依信
1999,第四盘,9,《花儿与少年》,民族欢歌,孙静 马小晨 王庆君 杨亚平 高音
1999,第四盘,9,《扎西德勒》,民族欢歌,宗庸卓玛 郭瓦加毛吉 拉姆措 泽娜卓玛
1999,第四盘,9,《桂花开放幸福来》,民族欢歌,刘媛媛
1999,第四盘,9,《编花篮》,民族欢歌,刘爱玲 鲍蓉 周芳 陈淑敏 刘迎春
1999,第四盘,9,《腾飞的骏马》,民族欢歌,道尔吉仁钦 吉日木图
1999,第四盘,9,《爱我中华》,民族欢歌,曲比阿乌 罗宁娜 梦鸽 陈真
1999,第四盘,10,《为祖国乾杯》,歌曲,幺红 郑咏 郑莉 胡雁 刘君侠 戴玉强 丁毅 于乃久
2000,第一篇章 笑口常开闹今宵,1,《把春天迎进来》,歌舞,章子怡 广州军区战士歌舞团 吉林市歌舞团 北京星之海艺术团,,
2000,第一篇章 笑口常开闹今宵,2,《旧曲新歌》,相声,冯巩 郭冬临,,
2000,第一篇章 笑口常开闹今宵,3,《军中姐妹》,歌舞,张薇薇 张莉莉,,
2000,第一篇章 笑口常开闹今宵,4,《打个电话》,歌曲,林志炫 黄格选 满文军 满江,,
2000,第一篇章 笑口常开闹今宵,5,《同桌的她》,小品,潘长江 巩汉林 王思懿,,
2000,第一篇章 笑口常开闹今宵,6,《找朋友》,少儿歌舞,白雪 陈红 甘苹 空军蓝天少儿艺术团 内蒙古小鸿雁艺术团 银河少年电视艺术团 爱新觉罗元琅（钢琴） 谢晓琳（钢琴） 孙佳依（钢琴） 陈俏（木琴） 晋朝荣（木琴） 秦佳铭（爵士鼓，5岁） 谭可儿（爵士鼓，4岁半）,,
2000,第一篇章 笑口常开闹今宵,7,《明星反串闹新春》,歌组合,田震 臧天朔 韦唯 尚长荣 李谷一 刘长瑜 佟铁鑫 王静 尹相杰 于文华,,
2000,第二篇章 国盛家和万事兴,1,《大年三十》,歌舞,温兆伦 伊杨 含笑 凯路 凯月 金彪 杨洋 方方 圆圆 吉林市歌舞团 珠海市劳动局艺术团,,
2000,第二篇章 国盛家和万事兴,2,《地久天长百年好》,戏曲,李洁 李佩虹 刘桂娟 赵秀君 于魁智 杨春霞 赵葆秀 孟广禄 耿巧云 管波 唐禾香 马帅 张火丁 柳国维（表演） 史敏 李军,,
2000,第二篇章 国盛家和万事兴,3,《给我感觉》,歌曲,张惠妹（台湾）,,
2000,第二篇章 国盛家和万事兴,4,《钟点工》,小品,赵本山 宋丹丹,,
2000,第二篇章 国盛家和万事兴,5,《温情永远》,歌曲,刘欢,,
2000,第二篇章 国盛家和万事兴,6,《溜溜的她》,歌曲,林心如 崔永元,,
2000,第二篇章 国盛家和万事兴,7,《爱笑的女孩》,小品,文兴宇（已故，2007年7月） 蔡明 句号,,
2000,第二篇章 国盛家和万事兴,8,《九九新歌》,联唱,唐平 陈震东 孙慧莹 慧子 朴树 谢雨欣 吕浪（表演） 金海心,,
2000,第二篇章 国盛家和万事兴,9,《家和万事兴》,歌曲,郁钧剑 张也,,
2000,第三篇章 中华儿女团聚情,1,《爱我中华》,联唱联奏,景岗山 孙国庆 韩磊 江涛 郭蓉 朱军,,
2000,第三篇章 中华儿女团聚情,2,《澳门 我带你回家》,歌曲,梁咏琪 黄伟麟 周冰倩 蔡国庆,,
2000,第三篇章 中华儿女团聚情,3,《小站故事》,小品,黄宏 凌峰（台湾）,,
2000,第三篇章 中华儿女团聚情,4,《长江长》,歌曲,董文华,,
2000,第三篇章 中华儿女团聚情,5,《笑一笑》,音乐剧,赵薇 林依轮 孙悦 陈婷婷 徐磊,,
2000,第三篇章 中华儿女团聚情,6,《快乐2000年》,歌曲,黎明,,
2000,第三篇章 中华儿女团聚情,7,《四郎探母》选段,京剧,穆宇 赵晶 北京市戏曲学校,,
2000,第三篇章 中华儿女团聚情,8,《品茶》,微型短剧,赵忠祥 倪萍 黄宏,,
2000,第三篇章 中华儿女团聚情,8,《西部大开发》,现场贺电,赵忠祥 倪萍,,
2000,第三篇章 中华儿女团聚情,9,《西部狂想》,歌曲,那英 解小东 幺红,,
2000,第三篇章 中华儿女团聚情,10,《天地喜洋洋》,歌曲,彭丽媛,,
2000,第四篇章 人逢喜事精神爽,1,《开门红》,歌舞组合,汤灿 火风 鲍蓉 刘海波 董争臻（杂技魔术）,,
2000,第四篇章 人逢喜事精神爽,1,《你幸福我快乐》,歌舞组合,蒋雯丽 吴若甫 傅笛声 任静 周艳泓 孙浩,,
2000,第四篇章 人逢喜事精神爽,2,《红彤彤的春天》,歌曲,张燕 戴玉强,,
2000,第四篇章 人逢喜事精神爽,3,《你好吗》,歌曲,宋祖英,,
2000,第四篇章 人逢喜事精神爽,4,《青春之约》,小品,郭达 孙涛 唐静 苏岩,,
2000,第四篇章 人逢喜事精神爽,5,《谈情说爱》,相声,姜昆 戴志诚,,
2000,第四篇章 人逢喜事精神爽,5,《甜蜜蜜》,大喜临门,肖雅 李煜 朱含芳,,
2000,第四篇章 人逢喜事精神爽,5,《花好月圆》,大喜临门,谭晶 刘春梅 耿为好,,
2000,第四篇章 人逢喜事精神爽,5,《祝你好运》,大喜临门,刘媛媛 张媛媛,,
2000,第四篇章 人逢喜事精神爽,5,《中国大团圆》,大喜临门,孙丽英 刘斌,,
2000,第四篇章 人逢喜事精神爽,5,《今年喜事多》,大喜临门,孙洁 王颖 张宁 杨洋 张晓芬 王莹 张妮 李含曦,,
2000,第四篇章 人逢喜事精神爽,6,《今生共相伴》,歌曲,谢霆锋 董洁,,
2000,第四篇章 人逢喜事精神爽,7,《举杯吧 朋友》,歌曲,阎维文 殷秀梅,,
2000,第五篇章 龙禧千年颂新春,1,《今宵久久》,歌曲,祖海 吕薇 周芳,,
2000,第五篇章 龙禧千年颂新春,2,《等待钟声》,诗朗诵,濮存昕 张懿婧,,
2000,第五篇章 龙禧千年颂新春,3,零点钟声,倒计时,,,
2000,第五篇章 龙禧千年颂新春,4,《龙禧千年》,歌曲,陈瑶 李倩倩 陈真 王庆君 张娟 梁音 马晓晨 甄真,,
2000,第五篇章 龙禧千年颂新春,5,《送吉祥》,歌曲,杨九江 梦鸽 罗宁娜,,
2000,第五篇章 龙禧千年颂新春,5,《欢乐跨世纪，真情我和你》,现场抽奖,朱军 周涛 章子怡 濮存昕 谢霆锋（香港） 赵本山 杨澜,,
2000,第五篇章 龙禧千年颂新春,6,《今夜无眠》,歌曲,王霞 廖昌永 李丹阳 吕继宏 张迈 屠梅华,,
2000,第五篇章 龙禧千年颂新春,7,主题歌,合唱,全体演员,,
2001,第一组 欢乐篇,1,《今天真好》,歌舞,孙悦 陈晓东 济南前卫歌舞团 南宁艺术剧院 北京星之海 内蒙小鸿雁 北京军乐学校 二炮军乐队,,
2001,第一组 欢乐篇,2,《越来越好》,歌曲,宋祖英 南宁艺术剧院 内蒙小鸿雁,,
2001,第一组 欢乐篇,3,《红娘》,小品,郭达 蔡明 刘桂娟 刘小梅 中国戏曲学院,,
2001,第一组 欢乐篇,4,《快请我跳舞》,动感组合,梦幻想 风组合,,
2001,第一组 欢乐篇,4,《世界多精彩》,动感组合,动感男孩组合 济南前卫歌舞团,,
2001,第一组 欢乐篇,4,《网络时代》,动感组合,青春美少女组合 神秘男孩组合 南宁市艺术剧院,,
2001,第一组 欢乐篇,5,《得寸进尺》,相声,冯巩 郭东林 郭月,,
2001,第一组 欢乐篇,6,《好心情》,歌舞,李玟 紫色舞蹈团,,
2001,第一组 欢乐篇,7,《过年我当家》,动效剧,成方圆 小香玉艺术学校,,
2001,第一组 欢乐篇,8,《过年》,歌曲,张媛媛 眉佳 陈新霓 张娟 杨洋 任真 济南前卫歌舞团,,
2001,第一组 欢乐篇,9,《踩脚》,相声,姜昆 戴志诚,,
2001,第二组 祥和篇,10,《侗族大歌》,民族对歌,贵州省黔东南黎平侗歌队 南宁市艺术剧院 济南军区前卫歌舞团,,
2001,第二组 祥和篇,10,《琴努里》,民族对歌,哈孜肯 阿凡提乐队,,
2001,第二组 祥和篇,10,《无字歌》,民族对歌,斯琴格日乐,,
2001,第二组 祥和篇,10,《回家》,民族对歌,彝人制造演唱组合,,
2001,第二组 祥和篇,10,《三朵花》,民族对歌,拉姆措三姐妹,,
2001,第二组 祥和篇,10,《蒙古人》,民族对歌,腾格尔 蒙古族青年合唱团,,
2001,第二组 祥和篇,11,《家有老爸》,小品,黄宏 林永健 黑妹,,
2001,第二组 祥和篇,12,《想起老妈妈》,歌曲,于文华 郁钧剑 南宁市艺术剧院,,
2001,第二组 祥和篇,13,《好男儿》,歌曲,韩磊 满江 江涛 济南前卫歌舞团,,
2001,第二组 祥和篇,14,《戏迷》,相声,刘俊杰 唐杰忠 天津艺术学校乐队,,
2001,第二组 祥和篇,15,《中华大戏真神奇》,戏曲,所有戏曲团体及吉林省歌舞团,,
2001,第二组 祥和篇,16,《选择你的爱》,歌曲,郑伊健 章子怡,,
2001,第二组 祥和篇,17,《动物运动会》,小品,巩汉林 刘流,,
2001,第二组 祥和篇,18,《彩虹》,青春放歌,羽泉,,
2001,第二组 祥和篇,18,《第三天》,青春放歌,谢雨欣 姜华 王舸 郑绚 南宁市艺术剧院,,
2001,第二组 祥和篇,18,《二十年后再相会》,青春放歌,谷峰 倪睿思 容中尔甲 首都警官合唱团,,
2001,第三组 奋进篇,19,《亲爱的中国 我爱你》,歌曲,叶凡（已故，2007年11月） 李云迪（钢琴） 南宁市艺术剧院 济南前卫歌舞团 北京星之海艺术团,,
2001,第三组 奋进篇,20,《咱也试一把》,相声,笑林 王平 尹卓林 赵保乐,,
2001,第三组 奋进篇,21,《大家一起来》,歌曲,刘欢,,
2001,第三组 奋进篇,22,《飞舞迎春》,舞蹈,李倩 王迪 陈文 张志 张宇,,
2001,第三组 奋进篇,23,《咱老百姓》,歌曲,闫维文 吕继宏,,
2001,第三组 奋进篇,24,《卖拐》,小品,赵本山 高秀敏（已故，2005年8月） 范伟,,
2001,第三组 奋进篇,25,《你的眼神》,歌曲,蔡琴 老树皮乐队,,
2001,第三组 奋进篇,26,《说声对不起》,小品,句号 洪剑涛 唐静,,
2001,第四组 团聚篇,27,《许下一个心愿》,歌曲,刘媛媛 梦鸽,,
2001,第四组 团聚篇,28,《盼团圆》,歌曲,姜育恒,,
2001,第四组 团聚篇,29,杂技组合,杂技,中国杂技团 遵义市杂技团 訾沙莉,,
2001,第四组 团聚篇,30,《花样年华》,歌曲,梁朝伟 张曼玉,,被删节目
2001,第四组 团聚篇,31,《三号楼长》,小品,潘长江 黄晓娟 闫学晶 孙坤元,,
2001,第四组 团聚篇,32,《江山颂》,歌曲,彭丽媛 勋勋 张娜 周鹏 李响,,
2001,第四组 团聚篇,33,《新康定情歌》,歌曲,臧天朔 尹相杰 李琦 刘金山 刘惠,,
2001,第四组 团聚篇,34,《快乐的节日》,器乐演奏,红缨束女子打击乐团,,
2001,第四组 团聚篇,34,《天上人间》,器乐演奏,曾昭斌 冯晓泉,,
2001,第四组 团聚篇,35,《为军营唱采》,歌曲,张迈 刘斌 吉林市歌舞团,,
2001,第四组 团聚篇,36,《世纪清晨》,歌曲,那英 孙楠,,
2001,第五组 展望篇,37,《全家福》,歌曲,王霞 张晓玲 戴玉强 佟铁鑫,,
2001,第五组 展望篇,38,《西部放歌》,歌曲,王宏伟 红岩 陶红 马晓晨 王莹 易秒樱 谌蓉 刘爱玲 马雪琼 刘丹丽 王燕 李星 吾尔克孜,,
2001,第五组 展望篇,39,《共青团之歌》,难忘的歌,杨鸿基 蔡国庆 老乾部歌唱团 首都警官合唱团,,
2001,第五组 展望篇,39,《我们的田野》,难忘的歌,汤灿 朱砂 南宁市艺术剧院,,
2001,第五组 展望篇,39,《马铃响玉鸟唱》,难忘的歌,鲍蓉 耿为华 吉林市歌舞团 南宁市艺术剧院,,
2001,第五组 展望篇,39,《难忘今宵》,难忘的歌,幺红 满文军 杭天琪 韦嘉 济南前卫歌舞团 南宁市艺术剧院,,
2002,,1,《和春天一起来》,开场歌舞,众位主持人 周鹏 郭金 梦幻想 风组合,,北京、深圳两地
2002,,2,《风景这边独好》,歌曲,宋祖英,,
2002,,3,《台上台下》,相声,冯巩 郭冬临 陆鸣,,
2002,,4,《盼春》,联唱,满文军,,北京、深圳两地
2002,,4,《嬉春》,联唱,银河少年合唱团,,北京、深圳两地
2002,,4,《咏春》,联唱,王燕 王丽 翟惠娟,,北京、深圳两地
2002,,4,《报春》,联唱,杨洪基 银河少年合唱团,,北京、深圳两地
2002,,4,《踏春》,联唱,葛晓璐 王铎 张媛媛,,北京、深圳两地
2002,,4,《迎春》,联唱,丁毅,,深圳演唱并马队表演
2002,,5,《花盆儿》,小品,黄宏 巩汉林 张凯丽,,
2002,,6,《与世界联网》,歌曲,解小东 孙燕姿,,北京、深圳两地
2002,,7,《百鸟朝凤》,魔术,周良铁 王月双 王月莲,,
2002,,8,《马年颂马》,群口相声,侯耀文（已故，2007年6月） 石富宽 师胜杰 王平 刘流,,
2002,,9,《今年如此精彩》,歌曲,陆毅 周迅 蝶组合 布丁果果组合,,
2002,,10,《记得当时年纪小》,组歌,孙道临（已故，2007年12月） 张瑞芳 秦怡等,,上海APEC船上
2002,,10,《踏雪寻梅》,组歌,陈慧琳,,深圳演唱
2002,,10,《草原之夜》,组歌,田震,,
2002,,11,《智力闯关》,小品,王女士 李咏 鞠萍 秦梦瑶 刘小源 王子腾,,
2002,,12,《出门在外》,音乐评书,雪村,,
2002,,13,《卖车》,小品,赵本山 高秀敏（已故，2005年8月） 范伟,,
2002,,14,《美丽新世界》,歌曲,王力宏 彝人制造 阿里郎组合,,深圳演唱
2002,,15,《力量》,杂技,章功力 姚登波,,
2002,,16,《我家在中国》,歌曲,祖海,,
2002,,17,《英语大家说》,表演唱,李阳及众人,,
2002,,18,《妙趣网生》,相声,姜昆 戴志诚,,
2002,,19,《知足常乐》,歌曲,郁钧剑 张也,,
2002,,20,《在那东山顶上》,民歌新歌接力唱,谭晶,,北京、深圳两地
2002,,20,《美丽》,民歌新歌接力唱,艾斯卡尔 慷巴尔汗 古丽夏缇,,深圳表演
2002,,20,《欢腾的小马驹》,民歌新歌接力唱,小香玉艺术学校,,
2002,,20,《娜努湾情歌》,民歌新歌接力唱,刘媛媛 陈思思,,深圳表演
2002,,20,《心想事成》,民歌新歌接力唱,汤灿 刘斌,,深圳演唱
2002,,21,《邻里之间》,小品,牛群 蔡明 郭达,,
2002,,22,《左邻右舍》,歌曲,吕继宏 张燕,,
2002,,23,《联欢竞唱"马字令"》,戏曲,于魁智 李军 孟广禄 杨赤 赵葆秀 袁慧琴 李胜素 刘桂娟 李洁 赵秀君 耿巧云 李海燕,,北京、深圳两地
2002,,24,《朋友》,歌曲,彭丽媛 女子十二乐坊,,
2002,,25,《连队里过大年》,军旅情景歌舞,王宏伟,,
2002,,26,《圆梦》,小品,魏积安 杨蕾 刘敏,,
2002,,27,《相会在北京时间》,歌曲,戴玉强 孙楠,,
2002,,28,《手的扭动》,互动魔术,秦鸣晓 姚金芬,,
2002,,29,《新年好》,歌曲,臧天朔 斯琴格日乐,,
2002,,30,《谁怕贝勒爷》,相声短剧,金士杰 赵自强 倪敏然 李建常,,
2002,,31,《春又来》,大型时装表演,张咪 胡兵 胡东,,深圳表演
2002,,32,《2001申奥回顾》,外景采访,孙晓梅 何振梁 萨马兰奇（已故，2010年4月21日）,,
2002,,33,《有人曾问我》,歌曲,廖昌永 张迈 李琼,,北京、深圳两地
2002,,34,《中华全家福》,歌曲,吕薇 梁音 吴海燕 李晖,,
2002,,35,《马到成功》,戏曲合唱,李洁 李海燕 耿巧云 赵秀君,,深圳
2002,,36,《饮酒歌》,歌曲,莫华伦 魏松 王霞 幺红,,北京、深圳两地
2002,,37,《难忘今宵》,尾声,彭丽媛,,
2002,,37,《无论天涯与海角》,尾声,赵本山,,
2002,,37,《神州万里同怀抱》,尾声,王宏伟 谭晶,,
2002,,37,《共祝愿祖国好》,尾声,姜昆 侯耀文（已故，2007年6月）,,
2002,,37,合唱,尾声,全体演员,,
2003,,1,《过大年》,开场歌舞组合,,,
2003,,2,《十二生肖大拜年》,拜年,,,
2003,,3,《DV今晚》,歌曲,解小东,,观众征集歌曲
2003,,4,《马路情歌》,复合相声,冯巩 周涛,,
2003,,5,《美丽的心情》,歌曲,宋祖英,,
2003,,6,《我和爸爸换角色》,小品,郭冬临 金玉婷 小叮当,,
2003,,7,《让爱住我家》,歌曲,赵明 麦玮婷 赵丝弦 赵鼓瑟,,观众征集歌曲
2003,,8,《今非昔比》,相声,陈寒柏 王敏,,
2003,,9,《化蝶》,杂技,,,
2003,,10,《快乐的人请鼓掌》,歌曲,张燕 陈思思,,
2003,,11,《足疗》,小品,黄宏 牛莉 沉畅,,
2003,,12,《至少还有你》,港台歌曲,林忆莲,,
2003,,13,《梨园闹新春》,戏曲,张火丁（程派） 史敏（梅派） 赵葆秀（老旦） 于魁智（老生） 李军（老生） 孟广禄（花脸）,,
2003,,14,《都是亲人》,小品,郭达 蔡明 李文启 刘晓梅,,
2003,,15,《爱在天地间》,歌曲,祖海,,
2003,,16,《大红绸子飘起来》,歌曲杂技,王菲悦 叶凡（已故，2007年11月） 惠陶英 王勇,,
2003,,17,《激情依旧》,短剧,孙海英 吕丽萍 黄海波 陈丽娜 唐波 杨立山 孙卓 高伟 陈伟,,
2003,,18,《老前辈》,歌曲,亚民 江涛 陈小涛,,
2003,,19,《妻子》,歌曲,谭晶,,
2003,,20,《吉祥送给您》,综艺表演,文清 刘流 罗京（已故，2009年6月9日） 徐俐 孙晓梅 鞠萍 屠洪纲 赵保乐 秦梦瑶 江涛,,
2003,,21,《动起来》,歌曲,郭富城,,
2003,,22,《梦幻天空》《遁人》,魔术,李宁 曲蕾 官静 华夏 龙华,,
2003,,22,《扇舞新韵》,魔术,赵育莹,,
2003,,22,《魔幻天空》,魔术,红桃A组合,,
2003,,23,《温暖》,歌曲,,,
2003,,24,《心病》,小品,赵本山 高秀敏（已故，2005年8月） 范伟,,
2003,,25,《鲜花陪伴你》,歌曲组合,刘媛媛,,
2003,,25,《美丽西部》,歌曲组合,汤灿,,
2003,,26,《不见不散》,音乐剧,林依轮 孙悦 尹相杰 白雪 佟铁鑫 王霞 李进 梦幻想组合,,
2003,,27,《说广告》,相声,王振华 何军,,
2003,,28,《狮舞东方》,舞蹈,张志 王迪 王亚彬,,
2003,,29,《欢聚一堂》,歌曲,,,
2003,,30,国土汇聚,现场活动,,,
2003,,31,《故土情》,歌曲,王宏伟,,
